time,summary,icon,precipIntensity,precipProbability,precipAccumulation,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,visibility,cloudCoverError,Site,pressureError,precipIntensityError,precipProbabilityError
2016-05-09T20:00:00Z,Clear,clear-day,0,0,NA,NA,50.56,50.56,28.72,0.43,1021.12,7.42,13.37,129,0,10,NA,HuronB,NA,NA,NA
2016-05-09T21:00:00Z,Clear,clear-day,0,0,NA,NA,50.36,50.36,27.51,0.41,1020.5,8.52,13.76,134,0,10,NA,HuronB,NA,NA,NA
2016-05-09T22:00:00Z,Clear,clear-day,0,0,NA,NA,49.6,46.49,23.57,0.36,1020.21,7.49,11.68,129,0,10,NA,HuronB,NA,NA,NA
2016-05-09T23:00:00Z,Clear,clear-day,0,0,NA,NA,49.4,46.81,22.41,0.34,1020.01,6.27,11.05,125,0,10,NA,HuronB,NA,NA,NA
2016-05-10T00:00:00Z,Clear,clear-day,0,0,NA,NA,47.5,44.42,25.82,0.42,1020.76,6.51,8.66,148,0,10,NA,HuronB,NA,NA,NA
2016-05-10T01:00:00Z,Clear,clear-night,0,0,NA,NA,46.09,42.78,28.6,0.5,1020.88,6.42,8.24,149,0,10,NA,HuronB,NA,NA,NA
2016-05-10T02:00:00Z,Clear,clear-night,0,0,NA,NA,45.16,41.97,28.47,0.52,1021.39,5.89,7.23,140,0,10,NA,HuronB,NA,NA,NA
2016-05-10T03:00:00Z,Clear,clear-night,0,0,NA,NA,43.21,39.79,30.39,0.6,1021.43,5.67,6.63,117,0,10,NA,HuronB,NA,NA,NA
2016-05-10T04:00:00Z,Clear,clear-night,0,0,NA,NA,42.29,38.35,31.08,0.64,1021.95,6.22,6.95,117,0,8.45,NA,HuronB,NA,NA,NA
2016-05-10T05:00:00Z,Clear,clear-night,0,0,NA,NA,41.3,38.66,30.64,0.66,1022.01,4.18,5.07,134,0,10,NA,HuronB,NA,NA,NA
2016-05-10T06:00:00Z,Clear,clear-night,0,0,NA,NA,40.25,37.92,30.37,0.68,1023.04,3.67,6.88,133,0,10,NA,HuronB,NA,NA,NA
2016-05-10T07:00:00Z,Clear,clear-night,0,0,NA,NA,39.27,36.7,30.12,0.69,1022.92,3.78,6.08,128,0,10,NA,HuronB,NA,NA,NA
2016-05-10T08:00:00Z,Clear,clear-night,0,0,NA,NA,39.04,34.61,30.31,0.71,1023.07,6,6.84,114,0,10,NA,HuronB,NA,NA,NA
2016-05-10T09:00:00Z,Clear,clear-night,0,0,NA,NA,39.89,34.88,31.25,0.71,1023.13,7.22,7.92,115,0,10,NA,HuronB,NA,NA,NA
2016-05-10T10:00:00Z,Clear,clear-night,0,0,NA,NA,40.82,36.29,31.02,0.68,1023.33,6.72,7.73,122,0,10,NA,HuronB,NA,NA,NA
2016-05-10T11:00:00Z,Clear,clear-day,0,0,NA,NA,42.96,38.66,32.96,0.68,1023,7.09,9.54,125,0,10,NA,HuronB,NA,NA,NA
2016-05-10T12:00:00Z,Clear,clear-day,0,0,NA,NA,45.06,40.15,33.46,0.64,1023.72,9.41,11.62,118,0,10,NA,HuronB,NA,NA,NA
2016-05-10T13:00:00Z,Clear,clear-day,0,0,NA,NA,47.08,42.32,32.45,0.57,1023.94,10.27,14.17,123,0,10,NA,HuronB,NA,NA,NA
2016-05-10T14:00:00Z,Clear,clear-day,0,0,NA,NA,48.96,44.39,32.49,0.53,1024.17,11.1,15.56,121,0,10,NA,HuronB,NA,NA,NA
2016-05-10T15:00:00Z,Clear,clear-day,0,0,NA,NA,49.77,45.78,32.36,0.51,1024.01,9.91,18.51,118,0,10,NA,HuronB,NA,NA,NA
2016-05-10T16:00:00Z,Clear,clear-day,0,0,NA,NA,51.49,51.49,32.26,0.48,1024.31,10.82,16.14,118,0,10,NA,HuronB,NA,NA,NA
2016-05-10T17:00:00Z,Clear,clear-day,0,0,NA,NA,52.74,52.74,33.07,0.47,1023.95,9.51,14.44,115,0,10,NA,HuronB,NA,NA,NA
2016-05-10T18:00:00Z,Clear,clear-day,0,0,NA,NA,51.77,51.77,33.65,0.5,1024.13,9.42,15.57,119,0,10,NA,HuronB,NA,NA,NA
2016-05-10T19:00:00Z,Clear,clear-day,0,0,NA,NA,53.21,53.21,32.56,0.45,1023.81,10.37,15.61,116,0,10,NA,HuronB,NA,NA,NA
2016-05-10T20:00:00Z,Clear,clear-day,0,0,NA,NA,54.87,54.87,31.17,0.4,1022.89,9.35,14.23,99,0,10,NA,HuronB,NA,NA,NA
2016-05-10T21:00:00Z,Clear,clear-day,0,0,NA,NA,54.42,54.42,31.58,0.42,1022.5,9.53,12.75,103,0,9.71,NA,HuronB,NA,NA,NA
2016-05-10T22:00:00Z,Clear,clear-day,0,0,NA,NA,53.99,53.99,30.92,0.41,1022.15,8.55,13.09,93,0,10,NA,HuronB,NA,NA,NA
2016-05-10T23:00:00Z,Clear,clear-day,0,0,NA,NA,52.85,52.85,30.79,0.43,1021.74,8.22,11.01,91,0,10,NA,HuronB,NA,NA,NA
2016-05-11T00:00:00Z,Clear,clear-day,0,0,NA,NA,51.09,51.09,30.33,0.45,1021.55,7.11,9.1,86,0,10,NA,HuronB,NA,NA,NA
2016-05-11T01:00:00Z,Clear,clear-night,0,0,NA,NA,48.66,46.68,30.72,0.5,1021.59,4.94,6.28,78,0,10,NA,HuronB,NA,NA,NA
2016-05-11T02:00:00Z,Clear,clear-night,0,0,NA,NA,46.95,44.95,30.94,0.53,1021.28,4.54,5.94,76,0,10,NA,HuronB,NA,NA,NA
2016-05-11T03:00:00Z,Clear,clear-night,0,0,NA,NA,46.03,44.36,31.26,0.56,1020.99,3.91,4.52,74,0,10,NA,HuronB,NA,NA,NA
2016-05-11T04:00:00Z,Clear,clear-night,0,0,NA,NA,43.96,42.25,32.53,0.64,1021.27,3.6,4.33,65,0,10,NA,HuronB,NA,NA,NA
2016-05-11T05:00:00Z,Clear,clear-night,0,0,NA,NA,43.11,41.59,33.13,0.68,1021.5,3.28,4.01,90,0,10,NA,HuronB,NA,NA,NA
2016-05-11T06:00:00Z,Clear,clear-night,0,0,NA,NA,43.28,43.28,33.05,0.67,1021.49,2.64,4.01,87,0,10,NA,HuronB,NA,NA,NA
2016-05-11T07:00:00Z,Clear,clear-night,0,0,NA,NA,42.08,39.74,33.25,0.71,1021.41,3.98,4.53,79,0,10,NA,HuronB,NA,NA,NA
2016-05-11T08:00:00Z,Clear,clear-night,0,0,NA,NA,42.36,42.36,34.91,0.75,1021.41,2.19,3.54,65,0,10,NA,HuronB,NA,NA,NA
2016-05-11T09:00:00Z,Clear,clear-night,0,0,NA,NA,41.16,41.16,33.7,0.75,1021.62,2.8,4.03,86,0,10,NA,HuronB,NA,NA,NA
2016-05-11T10:00:00Z,Clear,clear-night,0,0,NA,NA,40.25,40.25,33.34,0.76,1021.71,2.53,3.5,83,0,10,NA,HuronB,NA,NA,NA
2016-05-11T11:00:00Z,Clear,clear-day,0,0,NA,NA,42.73,42.73,35.09,0.74,1022.01,2.42,3.78,90,0,10,NA,HuronB,NA,NA,NA
2016-05-11T12:00:00Z,Clear,clear-day,0,0,NA,NA,48.16,47.51,37.04,0.65,1022.3,3.09,5.06,121,0,10,NA,HuronB,NA,NA,NA
2016-05-11T13:00:00Z,Clear,clear-day,0,0,NA,NA,51.52,51.52,35.76,0.55,1022.74,4.78,7.76,135,0,10,NA,HuronB,NA,NA,NA
2016-05-11T14:00:00Z,Clear,clear-day,0,0,NA,NA,52.92,52.92,34.06,0.49,1022.22,5.6,12.01,130,0,10,NA,HuronB,NA,NA,NA
2016-05-11T15:00:00Z,Clear,clear-day,0,0,NA,NA,55.08,55.08,32,0.41,1022.09,5.88,12.47,134,0,10,NA,HuronB,NA,NA,NA
2016-05-11T16:00:00Z,Clear,clear-day,0,0,NA,NA,55.7,55.7,32.58,0.41,1021.62,5.72,12.12,119,0,10,NA,HuronB,NA,NA,NA
2016-05-11T17:00:00Z,Clear,clear-day,0,0,NA,NA,56.67,56.67,32.68,0.4,1022.22,5.55,12,136,0,10,NA,HuronB,NA,NA,NA
2016-05-11T18:00:00Z,Clear,clear-day,0,0,NA,NA,59.16,59.16,33.98,0.39,1022.22,5.34,12.11,120,0.19,10,NA,HuronB,NA,NA,NA
2016-05-11T19:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,NA,NA,59.62,59.62,33.8,0.38,1022.06,4.69,12.19,92,0.44,10,NA,HuronB,NA,NA,NA
2016-05-11T20:00:00Z,Clear,clear-day,0,0,NA,NA,60.13,60.13,35.55,0.4,1021.39,6.29,12.63,83,0,10,NA,HuronB,NA,NA,NA
2016-05-11T21:00:00Z,Clear,clear-day,0,0,NA,NA,61.77,61.77,35.17,0.37,1020.94,7.78,11.27,89,0,10,NA,HuronB,NA,NA,NA
2016-05-11T22:00:00Z,Clear,clear-day,0,0,NA,NA,61.45,61.45,35.83,0.38,1019.75,8.68,11.75,99,0,10,NA,HuronB,NA,NA,NA
2016-05-11T23:00:00Z,Clear,clear-day,0,0,NA,NA,58.03,58.03,35.72,0.43,1018.91,4.05,9.48,131,0,9.48,NA,HuronB,NA,NA,NA
2016-05-12T00:00:00Z,Clear,clear-day,0,0,NA,NA,56.19,56.19,36.29,0.47,1018.42,3.67,7.31,129,0,10,NA,HuronB,NA,NA,NA
2016-05-12T01:00:00Z,Clear,clear-night,0,0,NA,NA,54.4,54.4,36.25,0.5,1019.26,1.99,5.04,126,0.1,10,NA,HuronB,NA,NA,NA
2016-05-12T02:00:00Z,Clear,clear-night,0,0,NA,NA,53.74,53.74,37.02,0.53,1019.26,1.54,4.44,117,0.09,10,NA,HuronB,NA,NA,NA
2016-05-12T03:00:00Z,Clear,clear-night,0,0,NA,NA,53.38,53.38,38.87,0.58,1018.19,1.92,4.74,76,0,10,NA,HuronB,NA,NA,NA
2016-05-12T04:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,NA,NA,52.02,52.02,39.82,0.63,1018.01,2.12,4.54,120,0.44,10,NA,HuronB,NA,NA,NA
2016-05-12T05:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,51.22,51.22,39.72,0.65,1017.78,2.74,5.68,119,0.75,10,NA,HuronB,NA,NA,NA
2016-05-12T06:00:00Z,Clear,clear-night,0,0,NA,NA,50.32,50.32,40.62,0.69,1017.39,2.24,5.03,132,0.1,10,NA,HuronB,NA,NA,NA
2016-05-12T07:00:00Z,Clear,clear-night,0,0,NA,NA,49.46,48.49,39.73,0.69,1017.11,3.68,4.19,148,0.22,10,NA,HuronB,NA,NA,NA
2016-05-12T08:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,NA,NA,49.43,48.9,40.49,0.71,1016.72,3.14,4.67,146,0.38,10,NA,HuronB,NA,NA,NA
2016-05-12T09:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,50.1,50.1,42.65,0.75,1016.47,3.48,4.77,151,0.75,10,NA,HuronB,NA,NA,NA
2016-05-12T10:00:00Z,Overcast,cloudy,0,0,NA,NA,51.21,51.21,43.64,0.75,1016.17,4.51,5.52,151,1,10,NA,HuronB,NA,NA,NA
2016-05-12T11:00:00Z,Overcast,cloudy,0,0,NA,NA,51.88,51.88,44.79,0.77,1015.38,4.92,5.72,153,1,10,NA,HuronB,NA,NA,NA
2016-05-12T12:00:00Z,Overcast,cloudy,0,0,NA,NA,52.91,52.91,46.44,0.79,1015.18,5.4,5.78,161,1,10,NA,HuronB,NA,NA,NA
2016-05-12T13:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,55.06,55.06,49,0.8,1014.29,5.78,9.99,149,0.75,9.89,NA,HuronB,NA,NA,NA
2016-05-12T14:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,57.73,57.73,51.01,0.78,1013.59,6.51,10.72,153,0.75,10,NA,HuronB,NA,NA,NA
2016-05-12T15:00:00Z,Overcast,cloudy,0,0,NA,NA,57.68,57.68,50.83,0.78,1013.09,6.16,12.28,157,1,10,NA,HuronB,NA,NA,NA
2016-05-12T16:00:00Z,Overcast,cloudy,0,0,NA,NA,56.97,56.97,51.87,0.83,1012.71,5.78,9.98,152,1,9.62,NA,HuronB,NA,NA,NA
2016-05-12T17:00:00Z,Overcast,cloudy,0.0079,0.61,NA,rain,55.32,55.32,53.45,0.93,1012.29,6.36,8.48,145,1,8.83,NA,HuronB,NA,NA,NA
2016-05-12T18:00:00Z,Light Rain,rain,0.032,0.68,NA,rain,54.61,54.61,54.61,1,1011.94,8.17,10.29,148,1,7.21,NA,HuronB,NA,NA,NA
2016-05-12T19:00:00Z,Overcast,cloudy,0.0242,0.68,NA,rain,56.22,56.22,56.13,1,1010.4,6.03,10.31,151,1,9.67,NA,HuronB,NA,NA,NA
2016-05-12T20:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0059,0.39,NA,rain,58.44,58.44,56.49,0.93,1010.1,5.36,10.91,178,0.75,10,NA,HuronB,NA,NA,NA
2016-05-12T21:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,58.92,58.92,56.35,0.91,1009.49,6.07,9.08,157,0.75,6.89,NA,HuronB,NA,NA,NA
2016-05-12T22:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,61.42,61.42,57.82,0.88,1010.1,5.19,9.16,164,0.75,10,NA,HuronB,NA,NA,NA
2016-05-12T23:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0173,0.65,NA,rain,58.71,58.88,58.1,0.98,1009.19,3.95,8.88,175,0.88,4.77,NA,HuronB,NA,NA,NA
2016-05-13T00:00:00Z,Rain,rain,0.1754,1,NA,rain,58.9,59.15,58.66,0.99,1008.73,1.77,5.91,269,1,5.29,NA,HuronB,NA,NA,NA
2016-05-13T01:00:00Z,Mostly Cloudy,partly-cloudy-night,0.0097,0.55,NA,rain,57.25,57.33,56.96,0.99,1007.31,1.55,7.72,259,0.75,4.93,NA,HuronB,NA,NA,NA
2016-05-13T02:00:00Z,Overcast,cloudy,0.0212,0.7,NA,rain,58.52,58.77,58.52,1,1008.22,3.13,7.42,270,1,6,NA,HuronB,NA,NA,NA
2016-05-13T03:00:00Z,Overcast,cloudy,0.0067,0.52,NA,rain,58.67,58.71,57.31,0.95,1007.95,4.73,10.33,289,1,5.65,NA,HuronB,NA,NA,NA
2016-05-13T04:00:00Z,Overcast,cloudy,0,0,NA,NA,56.99,56.99,55.77,0.96,1007.34,6.05,9.04,306,1,6.42,NA,HuronB,NA,NA,NA
2016-05-13T05:00:00Z,Overcast,cloudy,0,0,NA,NA,55.74,55.74,54.47,0.95,1007.58,7,11.09,310,1,7.05,NA,HuronB,NA,NA,NA
2016-05-13T06:00:00Z,Overcast,cloudy,0,0,NA,NA,55.28,55.28,53.2,0.93,1007.4,7.06,8.67,306,1,7.86,NA,HuronB,NA,NA,NA
2016-05-13T07:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,54.08,54.08,51.76,0.92,1007.42,6.34,10.97,296,0.87,8.5,NA,HuronB,NA,NA,NA
2016-05-13T08:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,53.17,53.17,50.32,0.9,1007.34,6.22,9.96,316,0.71,8.88,NA,HuronB,NA,NA,NA
2016-05-13T09:00:00Z,Overcast,cloudy,0,0,NA,NA,51.98,51.98,49.59,0.92,1007.41,6.17,9.48,298,1,10,NA,HuronB,NA,NA,NA
2016-05-13T10:00:00Z,Overcast,cloudy,0,0,NA,NA,51.72,51.72,49.52,0.92,1007.58,6.06,9.1,300,1,10,NA,HuronB,NA,NA,NA
2016-05-13T11:00:00Z,Overcast,cloudy,0,0,NA,NA,51.43,51.43,49.33,0.93,1007.84,7.35,10.27,299,1,8.91,NA,HuronB,NA,NA,NA
2016-05-13T12:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,53.32,53.32,48.83,0.85,1008.41,8.29,12.47,301,0.87,8.91,NA,HuronB,NA,NA,NA
2016-05-13T13:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,54.99,54.99,48.48,0.79,1008.86,8.87,14.59,311,0.87,10,NA,HuronB,NA,NA,NA
2016-05-13T14:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,NA,NA,57.73,57.73,47.65,0.69,1008.97,9.42,14.3,309,0.51,10,NA,HuronB,NA,NA,NA
2016-05-13T15:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,NA,NA,59.57,59.57,46.28,0.61,1009.32,10.91,17.27,301,0.31,8.95,NA,HuronB,NA,NA,NA
2016-05-13T16:00:00Z,Overcast,cloudy,0,0,NA,NA,60.23,60.23,45.22,0.58,1009.77,11.62,18.22,280,1,8.95,NA,HuronB,NA,NA,NA
2016-05-13T17:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,59.95,59.95,43.72,0.55,1009.82,11.37,20.75,281,0.87,10,NA,HuronB,NA,NA,NA
2016-05-13T18:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,60.59,60.59,43.23,0.53,1009.57,10.88,18.44,285,0.75,10,NA,HuronB,NA,NA,NA
2016-05-13T19:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,61.95,61.95,40.62,0.45,1009.27,11.06,17.58,292,0.75,10,NA,HuronB,NA,NA,NA
2016-05-13T20:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,61.05,61.05,39.52,0.45,1008.86,9.47,17.05,297,0.75,10,NA,HuronB,NA,NA,NA
2016-05-13T21:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,57.39,57.39,39.15,0.5,1009.51,10.73,19.66,309,0.87,10,NA,HuronB,NA,NA,NA
2016-05-13T22:00:00Z,Overcast,cloudy,0,0,NA,NA,56.82,56.82,38.01,0.49,1009.46,8.45,13.98,301,1,10,NA,HuronB,NA,NA,NA
2016-05-13T23:00:00Z,Overcast,cloudy,0,0,NA,NA,54.67,54.67,40.39,0.58,1009.06,5.78,11.86,309,1,10,NA,HuronB,NA,NA,NA
2016-05-14T00:00:00Z,Overcast,cloudy,0,0,NA,NA,52.58,52.58,43.2,0.7,1009.23,3.51,10.17,296,1,9.16,NA,HuronB,NA,NA,NA
2016-05-14T01:00:00Z,Overcast,cloudy,0.0126,0.54,NA,rain,49.8,49.1,45.74,0.86,1009.52,3.4,10.19,269,1,9.51,NA,HuronB,NA,NA,NA
2016-05-14T02:00:00Z,Overcast,cloudy,0.0139,0.54,NA,rain,48.78,47.56,45.4,0.88,1009.41,3.87,9.48,261,1,10,NA,HuronB,NA,NA,NA
2016-05-14T03:00:00Z,Overcast,cloudy,0.0085,0.54,NA,rain,48.26,46.93,44.13,0.86,1009.32,3.9,8.15,278,1,10,NA,HuronB,NA,NA,NA
2016-05-14T04:00:00Z,Overcast,cloudy,0.0042,0.54,NA,rain,43.98,41.21,41.46,0.91,1009.37,4.91,8.2,15,1,8.1,NA,HuronB,NA,NA,NA
2016-05-14T05:00:00Z,Overcast,cloudy,0.0151,0.76,NA,rain,43.38,40.75,41.62,0.93,1008.62,4.58,5.8,5,1,8.78,NA,HuronB,NA,NA,NA
2016-05-14T06:00:00Z,Light Rain,rain,0.0264,1,NA,rain,42.43,38.76,40.64,0.93,1008.2,5.83,8.2,349,1,6.11,NA,HuronB,NA,NA,NA
2016-05-14T07:00:00Z,Light Rain,rain,0.0464,1,NA,rain,41.09,36.28,38.45,0.9,1007.68,7.31,9.95,350,1,4.99,NA,HuronB,NA,NA,NA
2016-05-14T08:00:00Z,Light Rain,rain,0.0334,1,NA,rain,40.46,35.37,37.61,0.89,1007.17,7.57,9.75,348,1,5.24,NA,HuronB,NA,NA,NA
2016-05-14T09:00:00Z,Overcast,cloudy,0.0184,0.46,NA,rain,39.94,35.81,36.72,0.88,1006.37,5.81,9.15,335,1,8.41,NA,HuronB,NA,NA,NA
2016-05-14T10:00:00Z,Overcast,cloudy,0.0169,0.46,NA,rain,40.21,35.49,36.42,0.86,1006.43,6.83,8.06,322,1,7.84,NA,HuronB,NA,NA,NA
2016-05-14T11:00:00Z,Overcast,cloudy,0.0051,0.46,NA,rain,40.06,34.77,36.13,0.86,1006.41,7.81,9.11,326,1,8.84,NA,HuronB,NA,NA,NA
2016-05-14T12:00:00Z,Overcast,cloudy,0,0,NA,NA,40.23,35.09,36.35,0.86,1006.31,7.58,11.39,324,1,10,NA,HuronB,NA,NA,NA
2016-05-14T13:00:00Z,Overcast,cloudy,0,0,NA,NA,41.44,35.56,36.25,0.82,1006.5,9.7,15.96,332,1,10,NA,HuronB,NA,NA,NA
2016-05-14T14:00:00Z,Overcast,cloudy,0,0,NA,NA,42.42,36.06,35.73,0.77,1005.6,11.51,20.53,334,1,10,NA,HuronB,NA,NA,NA
2016-05-14T15:00:00Z,Overcast,cloudy,0,0,NA,NA,43.77,37.1,34.55,0.7,1005.41,13.53,20.52,339,1,10,NA,HuronB,NA,NA,NA
2016-05-14T16:00:00Z,Overcast,cloudy,0,0,NA,NA,45.43,39.46,33.66,0.63,1006.71,12.69,21.18,333,1,7.86,NA,HuronB,NA,NA,NA
2016-05-14T17:00:00Z,Overcast,cloudy,0,0,NA,NA,46.53,40.89,32.29,0.57,1007.2,12.53,19.58,334,1,10,NA,HuronB,NA,NA,NA
2016-05-14T18:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,46.26,40.69,31.77,0.57,1007.4,12.08,18.73,333,0.87,9.96,NA,HuronB,NA,NA,NA
2016-05-14T19:00:00Z,Overcast,cloudy,0,0,NA,NA,45.54,39.39,29.09,0.52,1008,13.36,22.96,324,1,10,NA,HuronB,NA,NA,NA
2016-05-14T20:00:00Z,Overcast,cloudy,0,0,NA,NA,45.23,39.25,27.62,0.5,1008.53,12.57,23.37,311,1,10,NA,HuronB,NA,NA,NA
2016-05-14T21:00:00Z,Overcast,cloudy,0,0,NA,NA,43.73,37.24,25.76,0.49,1008.73,12.93,21.79,320,1,10,NA,HuronB,NA,NA,NA
2016-05-14T22:00:00Z,Overcast,cloudy,0,0,NA,NA,42.04,35.01,25.05,0.51,1010.06,13.18,22.69,318,1,10,NA,HuronB,NA,NA,NA
2016-05-14T23:00:00Z,Overcast,cloudy,0,0,NA,NA,40.47,32.98,24.04,0.52,1010.79,13.3,22.16,315,1,10,NA,HuronB,NA,NA,NA
2016-05-15T00:00:00Z,Overcast,cloudy,0,0,NA,NA,38.84,31.76,24.26,0.55,1010.72,11.06,18.37,321,1,8.73,NA,HuronB,NA,NA,NA
2016-05-15T01:00:00Z,Overcast,cloudy,0,0,NA,NA,37.91,30.62,24.85,0.59,1011.6,11,16.88,324,1,10,NA,HuronB,NA,NA,NA
2016-05-15T02:00:00Z,Overcast,cloudy,0,0,NA,NA,36.85,29.19,24.71,0.61,1011.83,11.24,20.82,318,1,10,NA,HuronB,NA,NA,NA
2016-05-15T03:00:00Z,Overcast,cloudy,0,0,NA,NA,36.35,29.39,24.37,0.61,1012.24,9.43,16.27,313,1,10,NA,HuronB,NA,NA,NA
2016-05-15T04:00:00Z,Overcast,cloudy,0,0,NA,NA,35.99,28.42,24.61,0.63,1012.1,10.54,17.03,318,1,10,NA,HuronB,NA,NA,NA
2016-05-15T05:00:00Z,Overcast,cloudy,0,0,NA,NA,35.46,28.41,23.61,0.62,1012.15,9.2,16.38,315,1,10,NA,HuronB,NA,NA,NA
2016-05-15T06:00:00Z,Overcast,cloudy,0,0,NA,NA,34.89,27.82,24.33,0.65,1012.24,8.98,14.31,310,1,9.89,NA,HuronB,NA,NA,NA
2016-05-15T07:00:00Z,Overcast,cloudy,0,0,NA,NA,33.83,25.83,26.52,0.74,1012.19,10.34,15.69,308,1,6.75,NA,HuronB,NA,NA,NA
2016-05-15T08:00:00Z,Overcast,cloudy,0,0,NA,NA,33.14,26.15,27.85,0.81,1012.15,8.14,12.21,298,1,10,NA,HuronB,NA,NA,NA
2016-05-15T09:00:00Z,Overcast,cloudy,0,0,NA,NA,33.44,25.82,27.64,0.79,1012.61,9.4,10.01,305,1,10,NA,HuronB,NA,NA,NA
2016-05-15T10:00:00Z,Overcast,cloudy,0,0,NA,NA,33.24,26.18,27.12,0.78,1013.16,8.29,9.67,309,1,7.3,NA,HuronB,NA,NA,NA
2016-05-15T11:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,33.56,26.45,26.61,0.75,1013.23,8.51,10.73,297,0.72,10,NA,HuronB,NA,NA,NA
2016-05-15T12:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,35,27.08,26.17,0.7,1013.62,10.79,15.65,310,0.72,10,NA,HuronB,NA,NA,NA
2016-05-15T13:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,36.21,28.37,23.52,0.6,1013.83,11.29,20.79,318,0.75,10,NA,HuronB,NA,NA,NA
2016-05-15T14:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,38.61,30.73,19.9,0.46,1013.89,13.01,23.95,324,0.6,10,NA,HuronB,NA,NA,NA
2016-05-15T15:00:00Z,Overcast,cloudy,0,0,NA,NA,40.07,32.8,18.94,0.42,1013.9,12.37,22.27,330,1,10,NA,HuronB,NA,NA,NA
2016-05-15T16:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,41.25,34.94,21.41,0.45,1013.84,10.6,18.98,324,0.87,10,NA,HuronB,NA,NA,NA
2016-05-15T17:00:00Z,Overcast,cloudy,0,0,NA,NA,42,36.49,23.27,0.47,1013.74,9.13,16.83,318,1,10,NA,HuronB,NA,NA,NA
2016-05-15T18:00:00Z,Overcast,cloudy,0,0,NA,NA,42.1,36.28,26.65,0.54,1013.9,9.93,17.48,302,1,10,NA,HuronB,NA,NA,NA
2016-05-15T19:00:00Z,Overcast,cloudy,0,0,NA,NA,43.59,37.23,22.96,0.44,1014.15,12.38,24.67,300,1,10,NA,HuronB,NA,NA,NA
2016-05-15T20:00:00Z,Overcast,cloudy,0,0,NA,NA,43.32,37.47,24.01,0.46,1014.2,10.74,22.99,316,1,10,NA,HuronB,NA,NA,NA
2016-05-15T21:00:00Z,Mostly Cloudy,partly-cloudy-day,0.002,0.23,NA,rain,43.35,37.78,23.23,0.45,1014.65,10.03,19.97,325,0.88,10,NA,HuronB,NA,NA,NA
2016-05-15T22:00:00Z,Overcast,cloudy,0,0,NA,NA,44.98,39.63,23.19,0.42,1014.74,10.5,16.6,311,1,10,NA,HuronB,NA,NA,NA
2016-05-15T23:00:00Z,Overcast,cloudy,0,0,NA,NA,46.6,41.44,21.22,0.36,1014.84,11.08,19.36,311,1,10,NA,HuronB,NA,NA,NA
2016-05-16T00:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,45.36,40.63,21.08,0.38,1015.26,9.13,15.91,313,0.72,10,NA,HuronB,NA,NA,NA
2016-05-16T01:00:00Z,Clear,clear-night,0,0,NA,NA,43.69,39.95,22.01,0.42,1015.48,6.35,11.04,301,0.22,10,NA,HuronB,NA,NA,NA
2016-05-16T02:00:00Z,Clear,clear-night,0,0,NA,NA,40.43,37.39,23.46,0.5,1015.89,4.48,5.26,283,0,10,NA,HuronB,NA,NA,NA
2016-05-16T03:00:00Z,Clear,clear-night,0,0,NA,NA,38.54,35.19,25.03,0.58,1016.38,4.48,4.9,268,0,10,NA,HuronB,NA,NA,NA
2016-05-16T04:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,NA,NA,37.28,34.38,25,0.61,1016.43,3.8,5.22,275,0.38,10,NA,HuronB,NA,NA,NA
2016-05-16T05:00:00Z,Clear,clear-night,0,0,NA,NA,36.58,33.96,25.18,0.63,1016.38,3.45,4.82,273,0.1,10,NA,HuronB,NA,NA,NA
