time,summary,icon,precipIntensity,precipProbability,precipAccumulation,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,visibility,cloudCoverError,Site,pressureError,precipIntensityError,precipProbabilityError
2016-04-03T04:00:00Z,Overcast,cloudy,0.0082,0.16,0.067,snow,31.05,23.23,24.4,0.76,1010.19,8.77,18.82,325,1,2.54,NA,ErieA,NA,NA,NA
2016-04-03T05:00:00Z,Overcast,cloudy,0,0,NA,NA,31.12,22.71,23.07,0.72,1011.81,9.84,18.68,324,1,2.99,NA,ErieA,NA,NA,NA
2016-04-03T06:00:00Z,Overcast,cloudy,0.0061,0.03,0.054,snow,30.17,22.23,20.41,0.67,1012.84,8.63,18.42,320,1,3.16,NA,ErieA,NA,NA,NA
2016-04-03T07:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,29.3,21.72,18.01,0.62,1013.86,7.74,16.68,306,0.92,3.37,NA,ErieA,NA,NA,NA
2016-04-03T08:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,28.87,20.79,17.06,0.61,1014.46,8.37,16.7,307,0.75,3.37,NA,ErieA,NA,NA,NA
2016-04-03T09:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,28.4,20.78,16.81,0.61,1015.24,7.52,16.35,304,0.92,3.58,NA,ErieA,NA,NA,NA
2016-04-03T10:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,28.15,21.86,16.71,0.62,1016.3,5.75,14.78,301,0.92,3.37,NA,ErieA,NA,NA,NA
2016-04-03T11:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,27.63,21.67,16.78,0.63,1017.27,5.28,13,297,0.92,3.58,NA,ErieA,NA,NA,NA
2016-04-03T12:00:00Z,Overcast,cloudy,0,0,NA,NA,27.78,23.66,17.76,0.66,1017.75,3.63,9.65,282,1,3.37,NA,ErieA,NA,NA,NA
2016-04-03T13:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,29.15,24.97,18.33,0.64,1018.63,3.85,9.82,274,0.92,3.58,NA,ErieA,NA,NA,NA
2016-04-03T14:00:00Z,Mostly Cloudy,partly-cloudy-day,5e-4,0.1,0.004,snow,30.45,24.61,19.41,0.63,1019.21,5.73,11.31,255,0.75,4.03,NA,ErieA,NA,NA,NA
2016-04-03T15:00:00Z,Overcast,cloudy,0.0022,0.19,0.018,snow,31.28,25.89,20.01,0.63,1019.38,5.38,11.94,250,1,3.58,NA,ErieA,NA,NA,NA
2016-04-03T16:00:00Z,Overcast,cloudy,0.0038,0.19,0.029,snow,32,26.53,20.72,0.63,1018.87,5.62,11.58,233,1,3.37,NA,ErieA,NA,NA,NA
2016-04-03T17:00:00Z,Overcast,cloudy,0.0028,0.27,0.021,snow,33.47,28.48,22.09,0.63,1018.56,5.38,12.63,230,1,3.37,NA,ErieA,NA,NA,NA
2016-04-03T18:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0055,0.4,NA,rain,36.47,31.19,23.42,0.59,1017.01,6.52,13.25,224,0.83,3.37,NA,ErieA,NA,NA,NA
2016-04-03T19:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0053,0.35,NA,rain,39.64,35.03,26.02,0.58,1015.2,6.46,15.39,222,0.83,3.37,NA,ErieA,NA,NA,NA
2016-04-03T20:00:00Z,Overcast,cloudy,0.0023,0.17,NA,rain,42.77,38.23,28.45,0.57,1013.25,7.47,16.45,209,1,3.37,NA,ErieA,NA,NA,NA
2016-04-03T21:00:00Z,Partly Cloudy,partly-cloudy-day,0.0023,0.12,NA,rain,45.68,42.06,30.1,0.54,1011.71,6.84,16.23,210,0.36,3.37,NA,ErieA,NA,NA,NA
2016-04-03T22:00:00Z,Partly Cloudy,partly-cloudy-day,0.0013,0.1,NA,rain,48.17,45.29,31.58,0.52,1010.63,6.37,14.74,209,0.27,3.37,NA,ErieA,NA,NA,NA
2016-04-03T23:00:00Z,Partly Cloudy,partly-cloudy-day,6e-4,0.09,NA,rain,48.58,46.4,32.24,0.53,1008.73,5.24,12.9,196,0.27,3.37,NA,ErieA,NA,NA,NA
2016-04-04T00:00:00Z,Mostly Cloudy,partly-cloudy-night,3e-4,0.02,NA,rain,48.7,48.7,33.33,0.55,1008.4,2.85,8.45,182,0.92,3.37,NA,ErieA,NA,NA,NA
2016-04-04T01:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,48.64,48.64,33.72,0.56,1008.24,1.34,4.88,199,0.92,3.37,NA,ErieA,NA,NA,NA
2016-04-04T02:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,NA,NA,47.82,46.91,34.46,0.6,1007.86,3.32,6.95,194,0.36,3.37,NA,ErieA,NA,NA,NA
2016-04-04T03:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,NA,NA,50.52,50.52,34.76,0.55,1006.03,7.08,14.51,206,0.27,3.37,NA,ErieA,NA,NA,NA
2016-04-04T04:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,53.39,53.39,35.79,0.51,1004.63,11.66,24.37,224,0.61,3.37,NA,ErieA,NA,NA,NA
2016-04-04T05:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,54.55,54.55,36.41,0.5,1004.45,12.15,24.53,230,0.61,3.37,NA,ErieA,NA,NA,NA
2016-04-04T06:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,54.9,54.9,37.23,0.51,1003.7,11.36,23.9,233,0.75,3.37,NA,ErieA,NA,NA,NA
2016-04-04T07:00:00Z,Clear,clear-night,0,0,NA,NA,55.17,55.17,37.88,0.52,1003.62,10.43,21.63,235,0.23,3.37,NA,ErieA,NA,NA,NA
2016-04-04T08:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,NA,NA,55.18,55.18,38.91,0.54,1004.22,9.12,19.05,241,0.27,3.37,NA,ErieA,NA,NA,NA
2016-04-04T09:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,55.11,55.11,40.48,0.58,1004.28,8.55,16.37,243,0.75,3.37,NA,ErieA,NA,NA,NA
2016-04-04T10:00:00Z,Overcast,cloudy,0.0035,0.04,NA,rain,50.81,50.81,39.67,0.66,1004.76,6.18,17.29,277,1,3.37,NA,ErieA,NA,NA,NA
2016-04-04T11:00:00Z,Mostly Cloudy,partly-cloudy-night,2e-4,0.02,NA,rain,39.33,34.65,35.22,0.85,1007.65,6.47,16.63,340,0.83,2.75,NA,ErieA,NA,NA,NA
2016-04-04T12:00:00Z,Overcast,cloudy,0,0,NA,NA,35.82,30.3,32.76,0.88,1009.66,6.7,13.42,350,1,3.16,NA,ErieA,NA,NA,NA
2016-04-04T13:00:00Z,Overcast,cloudy,0,0,NA,NA,34.4,28.37,31.33,0.88,1011.51,7.03,13.53,0,1,3.37,NA,ErieA,NA,NA,NA
2016-04-04T14:00:00Z,Foggy,fog,0,0,NA,NA,33.5,27.27,30.35,0.88,1013,7.06,14.82,7,1,1.76,NA,ErieA,NA,NA,NA
2016-04-04T15:00:00Z,Foggy,fog,0,0,NA,NA,32.53,25.79,29.57,0.89,1014.64,7.52,14.66,5,1,1.28,NA,ErieA,NA,NA,NA
2016-04-04T16:00:00Z,Foggy,fog,2e-4,0.04,0,snow,31.78,25.34,28.83,0.89,1015.86,6.85,14.66,12,1,1.12,NA,ErieA,NA,NA,NA
2016-04-04T17:00:00Z,Foggy,fog,3e-4,0.06,0,snow,31.06,24.12,28.06,0.88,1017.02,7.35,15.18,18,1,1.67,NA,ErieA,NA,NA,NA
2016-04-04T18:00:00Z,Overcast,cloudy,5e-4,0.09,0.005,snow,30.23,23.18,27.04,0.88,1018.15,7.26,13.74,20,1,2.28,NA,ErieA,NA,NA,NA
2016-04-04T19:00:00Z,Overcast,cloudy,3e-4,0.05,0,snow,29.83,23.02,26.06,0.86,1019.19,6.81,14.52,16,1,3.07,NA,ErieA,NA,NA,NA
2016-04-04T20:00:00Z,Overcast,cloudy,0,0,NA,NA,30.56,23.87,24.75,0.79,1020.04,6.85,13.55,21,1,3.27,NA,ErieA,NA,NA,NA
2016-04-04T21:00:00Z,Overcast,cloudy,0,0,NA,NA,31.2,24.81,23.33,0.72,1020.27,6.62,12.96,29,1,3.37,NA,ErieA,NA,NA,NA
2016-04-04T22:00:00Z,Overcast,cloudy,0,0,NA,NA,31.15,24.75,22.93,0.71,1021.09,6.61,13.62,25,1,3.37,NA,ErieA,NA,NA,NA
2016-04-04T23:00:00Z,Possible Light Snow,snow,0.0089,0.07,0.075,snow,30.71,23.25,22.42,0.71,1022.36,8.04,15.17,10,1,2.34,NA,ErieA,NA,NA,NA
2016-04-05T00:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,29.82,22.25,20.82,0.69,1023.45,7.9,15.82,15,0.83,3.27,NA,ErieA,NA,NA,NA
2016-04-05T01:00:00Z,Clear,clear-night,0,0,NA,NA,28.71,21.19,19.27,0.67,1024.4,7.47,14.65,16,0.14,3.37,NA,ErieA,NA,NA,NA
2016-04-05T02:00:00Z,Clear,clear-night,0,0,NA,NA,27.84,20.08,17.67,0.65,1025.35,7.56,15.25,20,0.06,3.37,NA,ErieA,NA,NA,NA
2016-04-05T03:00:00Z,Clear,clear-night,0,0,NA,NA,27.26,19.9,17.28,0.66,1025.79,6.85,13.34,14,0.06,3.37,NA,ErieA,NA,NA,NA
2016-04-05T04:00:00Z,Clear,clear-night,0,0,NA,NA,26.75,19.4,16.89,0.66,1026.63,6.69,13.3,9,0.14,3.37,NA,ErieA,NA,NA,NA
2016-04-05T05:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,NA,NA,26.3,19.06,16.73,0.67,1027.55,6.46,13.06,6,0.53,3.37,NA,ErieA,NA,NA,NA
2016-04-05T06:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,NA,NA,25.9,19.12,16.24,0.66,1027.83,5.83,11.88,13,0.53,3.37,NA,ErieA,NA,NA,NA
2016-04-05T07:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,NA,NA,25.44,18.73,15.57,0.66,1028.48,5.65,10.54,15,0.27,3.37,NA,ErieA,NA,NA,NA
2016-04-05T08:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,25.51,19.1,15.38,0.65,1028.94,5.35,10.42,15,0.65,3.37,NA,ErieA,NA,NA,NA
2016-04-05T09:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,25.53,19.07,14.97,0.64,1029.63,5.4,9.5,21,0.75,3.37,NA,ErieA,NA,NA,NA
2016-04-05T10:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,25.64,20.59,14.64,0.63,1030.48,4.12,8.79,24,0.92,3.37,NA,ErieA,NA,NA,NA
2016-04-05T11:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,25.85,20.78,14.51,0.62,1030.84,4.16,9,19,0.92,3.37,NA,ErieA,NA,NA,NA
2016-04-05T12:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,26.63,22.43,14.65,0.6,1031.62,3.57,7.79,29,0.82,3.37,NA,ErieA,NA,NA,NA
2016-04-05T13:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,28.3,23.11,14.89,0.57,1032.55,4.62,9.6,37,0.82,3.37,NA,ErieA,NA,NA,NA
2016-04-05T14:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,29.54,25.79,15.47,0.55,1032.86,3.55,7.73,38,0.92,3.37,NA,ErieA,NA,NA,NA
2016-04-05T15:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,30.97,27.3,16.38,0.54,1033.58,3.65,8.19,35,0.82,3.37,NA,ErieA,NA,NA,NA
2016-04-05T16:00:00Z,Clear,clear-day,0,0,NA,NA,32.92,29.25,17.22,0.52,1032.94,3.9,9.18,41,0.06,3.37,NA,ErieA,NA,NA,NA
2016-04-05T17:00:00Z,Clear,clear-day,0,0,NA,NA,33.52,33.52,17.52,0.51,1032.84,2.39,8.26,26,0.06,3.58,NA,ErieA,NA,NA,NA
2016-04-05T18:00:00Z,Clear,clear-day,0,0,NA,NA,34.45,34.45,18.25,0.51,1032.58,2.82,8.22,31,0.06,3.58,NA,ErieA,NA,NA,NA
2016-04-05T19:00:00Z,Clear,clear-day,0,0,NA,NA,35.08,35.08,19.45,0.52,1032.3,2.36,8.64,34,0,3.58,NA,ErieA,NA,NA,NA
2016-04-05T20:00:00Z,Clear,clear-day,0,0,NA,NA,35.54,32.23,19.7,0.52,1031.72,3.94,8.03,13,0,3.58,NA,ErieA,NA,NA,NA
2016-04-05T21:00:00Z,Clear,clear-day,0,0,NA,NA,35.4,32.07,19.79,0.53,1030.89,3.93,8.56,27,0,3.58,NA,ErieA,NA,NA,NA
2016-04-05T22:00:00Z,Clear,clear-day,0.009,0.05,NA,rain,34.8,31.5,19.96,0.54,1030.64,3.82,7.96,41,0.06,3.37,NA,ErieA,NA,NA,NA
2016-04-05T23:00:00Z,Clear,clear-day,0,0,NA,NA,33.8,31.1,19.64,0.56,1029.75,3.19,6.91,50,0.06,3.58,NA,ErieA,NA,NA,NA
2016-04-06T00:00:00Z,Clear,clear-night,0,0,NA,NA,32.25,32.25,19.83,0.6,1028.71,2.7,4.74,66,0.06,3.37,NA,ErieA,NA,NA,NA
2016-04-06T01:00:00Z,Clear,clear-night,0,0,NA,NA,30.72,30.72,19.75,0.63,1027.92,1.88,3.26,81,0.06,3.58,NA,ErieA,NA,NA,NA
2016-04-06T02:00:00Z,Clear,clear-night,0,0,NA,NA,30.01,30.01,20.04,0.66,1027.61,1.15,1.84,100,0.14,3.37,NA,ErieA,NA,NA,NA
2016-04-06T03:00:00Z,Clear,clear-night,0,0,NA,NA,29.42,29.42,19.91,0.67,1026.87,1.61,3.52,94,0.14,3.37,NA,ErieA,NA,NA,NA
2016-04-06T04:00:00Z,Clear,clear-night,0,0,NA,NA,29.73,29.73,20.21,0.67,1025.58,1.04,2.36,124,0.14,3.37,NA,ErieA,NA,NA,NA
2016-04-06T05:00:00Z,Clear,clear-night,0,0,NA,NA,29.37,29.37,20.46,0.69,1024.79,1.24,2.68,128,0.23,3.37,NA,ErieA,NA,NA,NA
2016-04-06T06:00:00Z,Clear,clear-night,0,0,NA,NA,29.76,29.76,20.51,0.68,1023.4,1.67,3.38,125,0.23,3.37,NA,ErieA,NA,NA,NA
2016-04-06T07:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,32.69,32.69,20.23,0.6,1021.26,2.76,5.86,133,0.83,4.5,NA,ErieA,NA,NA,NA
2016-04-06T08:00:00Z,Overcast,cloudy,0,0,NA,NA,34.41,34.41,19.84,0.55,1020.8,2.84,6.33,161,1,4.5,NA,ErieA,NA,NA,NA
2016-04-06T09:00:00Z,Overcast,cloudy,0,0,NA,NA,35.5,35.5,19.88,0.53,1021.31,2.3,7.16,165,1,3.37,NA,ErieA,NA,NA,NA
2016-04-06T10:00:00Z,Overcast,cloudy,0,0,NA,NA,36.23,32.24,19.29,0.5,1019.56,4.77,10.14,149,1,3.37,NA,ErieA,NA,NA,NA
2016-04-06T11:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,NA,NA,36.94,32.34,18.96,0.48,1017.59,5.69,12.75,160,0.44,3.37,NA,ErieA,NA,NA,NA
2016-04-06T12:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,NA,NA,37.76,32.64,19.54,0.47,1015.6,6.68,15.65,156,0.44,3.37,NA,ErieA,NA,NA,NA
2016-04-06T13:00:00Z,Mostly Cloudy,partly-cloudy-day,0,0,NA,NA,40.26,35.69,20.62,0.45,1014.39,6.59,14.52,166,0.83,3.37,NA,ErieA,NA,NA,NA
2016-04-06T14:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,NA,NA,43.47,39.5,22.34,0.43,1011.49,6.68,17.45,171,0.44,3.37,NA,ErieA,NA,NA,NA
2016-04-06T15:00:00Z,Overcast,cloudy,7e-4,0.07,NA,rain,45.31,42.73,25.31,0.45,1010.91,4.98,16.56,188,1,3.37,NA,ErieA,NA,NA,NA
2016-04-06T16:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0096,0.22,NA,rain,47.53,46.81,30.15,0.51,1010.7,3.08,10.12,181,0.83,3.37,NA,ErieA,NA,NA,NA
2016-04-06T17:00:00Z,Rain,rain,0.0661,0.48,NA,rain,47.78,47.78,33.88,0.58,1008.91,2.44,8.18,161,1,1.55,NA,ErieA,NA,NA,NA
2016-04-06T18:00:00Z,Light Rain,rain,0.0305,0.62,NA,rain,51.01,51.01,35.28,0.55,1006.14,5.29,12.36,168,1,3.37,NA,ErieA,NA,NA,NA
2016-04-06T19:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0055,0.41,NA,rain,56.16,56.16,36.15,0.47,1004.32,5.7,12.8,197,0.75,3.74,NA,ErieA,NA,NA,NA
2016-04-06T20:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0056,0.28,NA,rain,60.37,60.37,37.59,0.43,1003.07,5.85,14.37,197,0.83,3.37,NA,ErieA,NA,NA,NA
2016-04-06T21:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0017,0.15,NA,rain,60.43,60.43,38.71,0.45,1002.08,9.21,19.15,192,0.92,3.37,NA,ErieA,NA,NA,NA
2016-04-06T22:00:00Z,Overcast,cloudy,5e-4,0.07,NA,rain,58.9,58.9,41.76,0.53,1001.98,10.13,21.56,199,1,6.86,NA,ErieA,NA,NA,NA
2016-04-06T23:00:00Z,Overcast,cloudy,0.0054,0.09,NA,rain,56.86,56.86,42.94,0.6,1001.85,8.61,18.15,191,1,3.37,NA,ErieA,NA,NA,NA
2016-04-07T00:00:00Z,Overcast,cloudy,0.0139,0.09,NA,rain,55.23,55.23,44.5,0.67,1000.31,8.05,17.5,186,1,3.37,NA,ErieA,NA,NA,NA
2016-04-07T01:00:00Z,Overcast,cloudy,0.0054,0.19,NA,rain,54.12,54.12,46.43,0.75,999.65,9.07,20.07,189,1,3.37,NA,ErieA,NA,NA,NA
2016-04-07T02:00:00Z,Rain,rain,0.0791,0.55,NA,rain,51.91,51.91,47.48,0.85,999.42,7.33,17.99,197,1,2.95,NA,ErieA,NA,NA,NA
2016-04-07T03:00:00Z,Rain,rain,0.0676,0.83,NA,rain,50.02,50.02,47.02,0.89,998.76,5.66,14.12,200,1,2.06,NA,ErieA,NA,NA,NA
2016-04-07T04:00:00Z,Rain,rain,0.111,0.85,NA,rain,49.91,48.03,47.08,0.9,997.38,5.13,10.93,187,1,3.16,NA,ErieA,NA,NA,NA
2016-04-07T05:00:00Z,Rain,rain,0.1207,0.82,NA,rain,50.47,50.47,47.44,0.89,996.05,6.33,15.66,196,1,3.27,NA,ErieA,NA,NA,NA
2016-04-07T06:00:00Z,Rain,rain,0.2012,0.82,NA,rain,48.24,45.61,45.6,0.91,995.61,5.94,16.53,227,1,2.06,NA,ErieA,NA,NA,NA
2016-04-07T07:00:00Z,Rain,rain,0.1938,0.85,NA,rain,46.09,43.5,43.68,0.91,995.87,5.19,11.23,249,1,1.87,NA,ErieA,NA,NA,NA
2016-04-07T08:00:00Z,Rain,rain,0.1395,0.85,NA,rain,44.95,41.36,42.44,0.91,996.27,6.52,12.48,251,1,3.16,NA,ErieA,NA,NA,NA
2016-04-07T09:00:00Z,Rain,rain,0.1508,0.85,NA,rain,43.53,40.01,40.87,0.9,996.98,5.92,13.17,248,1,2.88,NA,ErieA,NA,NA,NA
2016-04-07T10:00:00Z,Rain,rain,0.0691,0.85,NA,rain,42.03,38.98,39.43,0.9,997.85,4.83,11.02,250,1,3.16,NA,ErieA,NA,NA,NA
2016-04-07T11:00:00Z,Overcast,cloudy,0.0087,0.6,NA,rain,41.9,39.96,39.41,0.91,998.34,3.52,8.37,229,1,3.37,NA,ErieA,NA,NA,NA
2016-04-07T12:00:00Z,Overcast,cloudy,0.0019,0.2,NA,rain,42.19,40.3,39.6,0.9,998.36,3.51,7.29,211,1,3.37,NA,ErieA,NA,NA,NA
2016-04-07T13:00:00Z,Overcast,cloudy,0.0175,0.45,NA,rain,42.86,40.53,40.24,0.9,998.24,4.11,8.33,218,1,2.95,NA,ErieA,NA,NA,NA
2016-04-07T14:00:00Z,Overcast,cloudy,0.0109,0.68,NA,rain,43.2,41.37,40.54,0.9,997.91,3.61,8.35,225,1,3.37,NA,ErieA,NA,NA,NA
2016-04-07T15:00:00Z,Light Rain,rain,0.0258,0.7,NA,rain,42.91,41.11,40.21,0.9,997.76,3.52,7.56,247,1,3.37,NA,ErieA,NA,NA,NA
2016-04-07T16:00:00Z,Rain,rain,0.0703,0.85,NA,rain,41.71,38.85,38.84,0.89,998,4.52,11.64,281,1,1.67,NA,ErieA,NA,NA,NA
2016-04-07T17:00:00Z,Light Rain,rain,0.0349,0.85,NA,rain,41,37.25,37.62,0.88,998.18,5.56,12.27,278,1,3.37,NA,ErieA,NA,NA,NA
2016-04-07T18:00:00Z,Overcast,cloudy,0.0109,0.66,NA,rain,41.2,37.38,37.12,0.85,998.24,5.7,12.88,276,1,3.37,NA,ErieA,NA,NA,NA
2016-04-07T19:00:00Z,Overcast,cloudy,0.0111,0.61,NA,rain,40.29,35.91,36.08,0.85,998.92,6.3,14.6,272,1,2.15,NA,ErieA,NA,NA,NA
2016-04-07T20:00:00Z,Overcast,cloudy,0.0112,0.61,NA,rain,40.1,35.5,35.71,0.84,999.16,6.59,13.72,270,1,3.18,NA,ErieA,NA,NA,NA
2016-04-07T21:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0076,0.42,NA,rain,40.03,35.46,35.7,0.84,999.75,6.53,14.04,274,0.83,3.37,NA,ErieA,NA,NA,NA
2016-04-07T22:00:00Z,Light Rain,rain,0.0376,0.48,NA,rain,38.54,33.54,35.03,0.87,1000.77,6.73,14.36,286,1,3.86,NA,ErieA,NA,NA,NA
2016-04-07T23:00:00Z,Light Rain,rain,0.0415,0.7,NA,rain,36.73,31.79,33.99,0.9,1001.96,6.1,14.57,290,1,3.66,NA,ErieA,NA,NA,NA
2016-04-08T00:00:00Z,Sleet,sleet,0.0566,0.85,NA,sleet,35.07,31.04,32.77,0.91,1002.99,4.6,11.89,293,1,0.65,NA,ErieA,NA,NA,NA
2016-04-08T01:00:00Z,Heavy Snow,snow,0.1058,0.85,0.804,snow,34.28,31.03,32.09,0.92,1004.02,3.71,9.18,295,1,0.78,NA,ErieA,NA,NA,NA
2016-04-08T02:00:00Z,Snow,snow,0.0615,0.81,0.467,snow,33.97,29.65,31.64,0.91,1004.94,4.71,10.35,294,1,1.86,NA,ErieA,NA,NA,NA
2016-04-08T03:00:00Z,Light Snow,snow,0.0171,0.63,0.13,snow,33.76,28.93,31.74,0.92,1005.17,5.24,13.25,290,1,0.68,NA,ErieA,NA,NA,NA
2016-04-08T04:00:00Z,Snow,snow,0.06,0.45,0.456,snow,33.72,27.08,31.22,0.9,1005.74,7.75,15.89,303,1,1.59,NA,ErieA,NA,NA,NA
2016-04-08T05:00:00Z,Snow,snow,0.0419,0.28,0.319,snow,32.79,27.06,29.96,0.89,1006.16,6.16,15.18,309,1,1.18,NA,ErieA,NA,NA,NA
2016-04-08T06:00:00Z,Overcast,cloudy,0.0036,0.21,0.028,snow,32.79,27.43,29.16,0.86,1006.27,5.68,12.62,292,1,2.17,NA,ErieA,NA,NA,NA
2016-04-08T07:00:00Z,Overcast,cloudy,6e-4,0.13,0.005,snow,33.39,27.99,28.75,0.83,1006.28,5.87,13.79,300,1,2.81,NA,ErieA,NA,NA,NA
2016-04-08T08:00:00Z,Overcast,cloudy,3e-4,0.04,0,snow,33.45,27.65,27.74,0.79,1006.87,6.41,13.13,296,1,3.27,NA,ErieA,NA,NA,NA
2016-04-08T09:00:00Z,Overcast,cloudy,0,0,NA,NA,33.35,27.75,27.82,0.8,1007.15,6.11,13.99,288,1,3.27,NA,ErieA,NA,NA,NA
2016-04-08T10:00:00Z,Overcast,cloudy,0,0,NA,NA,33.13,27.8,27.36,0.79,1007.02,5.71,11.02,291,1,3.37,NA,ErieA,NA,NA,NA
2016-04-08T11:00:00Z,Mostly Cloudy,partly-cloudy-night,0,0,NA,NA,32.98,28.4,27.37,0.8,1007.95,4.8,11.11,277,0.92,3.37,NA,ErieA,NA,NA,NA
2016-04-08T12:00:00Z,Overcast,cloudy,0,0,NA,NA,32.76,28.4,27.79,0.82,1008.24,4.55,11.11,268,1,3.37,NA,ErieA,NA,NA,NA
2016-04-08T13:00:00Z,Partly Cloudy,partly-cloudy-day,0.0011,0.09,0.009,snow,33.24,27.67,27.67,0.8,1008.36,6.04,11.73,271,0.53,3.37,NA,ErieA,NA,NA,NA
2016-04-08T14:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0051,0.22,NA,rain,34.44,29.54,27.35,0.75,1008.96,5.48,13.27,266,0.92,3.37,NA,ErieA,NA,NA,NA
2016-04-08T15:00:00Z,Partly Cloudy,partly-cloudy-day,0.0085,0.35,NA,rain,35.82,30.51,26.75,0.69,1009.29,6.38,12.41,270,0.53,3.18,NA,ErieA,NA,NA,NA
2016-04-08T16:00:00Z,Clear,clear-day,0.0148,0.51,NA,rain,38.08,33.81,26.25,0.62,1009.44,5.52,12.49,272,0.23,3.37,NA,ErieA,NA,NA,NA
2016-04-08T17:00:00Z,Partly Cloudy,partly-cloudy-day,0.0139,0.44,NA,rain,39.79,35.36,25.74,0.57,1009.42,6.23,13,275,0.36,3.58,NA,ErieA,NA,NA,NA
2016-04-08T18:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0049,0.33,NA,rain,40.72,37.09,26.99,0.58,1009.33,5.3,12.98,273,0.92,3.37,NA,ErieA,NA,NA,NA
2016-04-08T19:00:00Z,Mostly Cloudy,partly-cloudy-day,0.0026,0.14,NA,rain,40.2,37.68,27.21,0.59,1008.84,3.86,8.65,264,0.92,3.58,NA,ErieA,NA,NA,NA
2016-04-08T20:00:00Z,Overcast,cloudy,0.0035,0.1,NA,rain,39.92,37.75,29.49,0.66,1008.72,3.47,9.22,255,1,3.37,NA,ErieA,NA,NA,NA
2016-04-08T21:00:00Z,Overcast,cloudy,6e-4,0.04,0.005,snow,39.07,39.07,31.05,0.73,1008.55,2.44,6.19,234,1,3.09,NA,ErieA,NA,NA,NA
2016-04-08T22:00:00Z,Overcast,cloudy,4e-4,0.02,NA,rain,39.21,39.21,32.51,0.77,1007.88,2.39,5.66,194,1,3.37,NA,ErieA,NA,NA,NA
2016-04-08T23:00:00Z,Possible Light Rain,rain,0.0247,0.23,NA,rain,38.42,38.42,33.63,0.83,1007.57,1.66,4.24,171,1,3.37,NA,ErieA,NA,NA,NA
2016-04-09T00:00:00Z,Rain,rain,0.0701,0.53,NA,rain,36.64,36.64,33.55,0.88,1006.94,1.92,3.92,145,1,2.45,NA,ErieA,NA,NA,NA
2016-04-09T01:00:00Z,Rain,rain,0.0564,0.81,NA,rain,35.36,35.36,33,0.91,1006.56,1.65,4.51,112,1,2.45,NA,ErieA,NA,NA,NA
2016-04-09T02:00:00Z,Sleet,sleet,0.0571,0.84,NA,sleet,34.2,34.2,32.03,0.92,1005.86,0.76,4.42,114,1,1.16,NA,ErieA,NA,NA,NA
2016-04-09T03:00:00Z,Snow,snow,0.0487,0.75,0.37,snow,33.7,33.7,31.64,0.92,1005.24,1.03,6.88,347,1,1.09,NA,ErieA,NA,NA,NA
2016-04-09T04:00:00Z,Heavy Snow,snow,0.0828,0.59,0.629,snow,33.67,33.67,31.64,0.92,1004.82,2.3,9.11,338,1,2.97,NA,ErieA,NA,NA,NA
